,Femme,Homme,Age1,Age2,Age3,Age4,Age5,Age6
mintenan,3,0,1,0,0,0,0,2
mintenant,1,0,0,0,0,0,0,1
minteress,1,0,0,0,0,0,1,0
minteressais,0,1,0,0,0,0,1,0
minteresse,0,5,1,0,0,0,4,0
minterpelle,1,0,0,0,0,0,1,0
mintzberg,1,0,0,1,0,0,0,0
minuit,43,6,9,12,5,10,5,8
minus,3,0,0,0,0,0,3,0
minuscule,2,0,0,0,0,1,0,1
minuscules,2,0,0,1,0,0,0,1
minute,20,22,8,8,6,2,5,13
minutes,114,49,22,25,11,43,31,31
minutul,1,0,0,0,1,0,0,0
minvite,1,0,0,0,0,0,1,0
minviterais,0,1,0,0,0,0,1,0
miné,1,0,0,0,1,0,0,0
minérale,0,1,0,0,0,0,0,1
mio,2,0,0,0,0,0,0,2
mioaou,1,0,0,1,0,0,0,0
mioche,1,0,0,0,0,0,0,1
miolè,1,0,0,0,0,0,0,1
mir,1,1,0,1,0,0,0,1
mirabeau,0,1,0,0,0,0,0,1
miracle,11,2,3,3,0,3,1,3
miracles,1,0,0,0,0,0,1,0
miraculeuse,1,0,0,0,0,1,0,0
miraculeux,1,0,1,0,0,0,0,0
mirail,2,0,0,0,0,0,2,0
mirci,1,0,0,0,0,1,0,0
mirepex,0,1,1,0,0,0,0,0
mireval,3,0,0,0,0,0,0,3
miro,0,1,0,0,0,0,0,1
miroir,9,0,1,3,0,3,0,2
miroitantes,1,0,0,0,0,0,1,0
mis,243,64,52,71,23,54,50,57
mise,42,8,8,7,5,11,14,5
miser,1,0,0,1,0,0,0,0
misere,2,0,0,0,1,0,1,0
miseres,1,0,0,1,0,0,0,0
mises,3,0,1,1,0,0,1,0
misi,1,0,1,0,0,0,0,0
mision,1,0,0,0,0,0,0,1
mismo,1,0,1,0,0,0,0,0
misoun,3,0,0,0,0,3,0,0
misquin,1,0,0,0,0,1,0,0
misquina,4,0,0,0,0,4,0,0
misquinaaaaaa,1,0,0,0,0,1,0,0
misquine,1,0,0,0,0,1,0,0
miss,84,8,2,16,22,14,18,20
missile,1,0,0,0,0,1,0,0
missiles,1,0,0,0,0,1,0,0
missing,2,0,0,1,0,0,0,1
mission,23,6,0,1,1,2,10,15
missionnaire,2,0,0,0,0,0,2,0
missionnaires,1,0,0,0,0,0,1,0
missions,8,1,0,1,2,2,3,1
missioun,1,0,0,0,0,1,0,0
missive,0,1,1,0,0,0,0,0
missuis,0,1,1,0,0,0,0,0
mistake,1,0,0,0,0,1,0,0
mister,14,11,0,1,0,9,5,10
misterv,1,0,0,0,0,0,1,0
mistrals,1,0,0,0,0,1,0,0
misère,6,5,1,1,1,1,3,4
misèrec,1,0,0,1,0,0,0,0
misères,1,0,1,0,0,0,0,0
misére,1,0,0,0,0,0,0,1
mit,9,0,3,2,0,2,0,2
mitan,0,1,1,0,0,0,0,0
mitemps,0,1,1,0,0,0,0,0
mitho,1,2,2,1,0,0,0,0
mithridatic,1,0,0,1,0,0,0,0
mitigeur,1,0,0,0,0,0,0,1
mitigée,0,1,0,0,0,0,1,0
mito,4,0,1,0,1,2,0,0
mitomans,1,0,0,1,0,0,0,0
mitooo,1,0,0,0,0,1,0,0
mitose,1,0,0,1,0,0,0,0
mitraillette,2,0,0,0,0,0,2,0
mittelstrasse,1,0,0,0,0,1,0,0
mitto,1,0,1,0,0,0,0,0
mittwoch,1,0,0,0,0,0,0,1
miuchoirs,1,0,0,0,0,0,0,1
mix,2,1,0,0,1,1,1,0
mixte,1,3,0,1,1,2,0,0
mixture,0,1,0,0,0,0,1,0
mixtures,0,1,0,0,0,0,1,0
miz,1,0,0,0,0,0,0,1
mjeter,1,0,0,0,1,0,0,0
mk2,1,0,0,0,0,0,0,1
mkg,1,0,0,1,0,0,0,0
mkt,1,0,0,0,0,0,0,1
ml,5,1,1,3,1,0,0,1
mla,1,1,1,1,0,0,0,0
mlamener,1,0,1,0,0,0,0,0
mle,3,3,3,2,0,0,1,0
mles,0,1,1,0,0,0,0,0
mlle,8,1,0,4,0,2,2,1
mm,259,20,103,31,28,10,45,62
mma,1,0,0,0,0,0,0,1
mmais,1,0,0,0,0,1,0,0
mmanques,6,0,0,0,6,0,0,0
mmdr,1,0,1,0,0,0,0,0
mmdrrr,1,0,0,0,0,1,0,0
mme,19,11,14,2,1,6,2,5
mmence,1,0,0,0,0,1,0,0
mmerci,1,0,0,0,0,0,0,1
mmh,10,1,3,1,0,5,2,0
mmm,31,0,1,0,19,2,8,1
mmmahhh,1,0,0,1,0,0,0,0
mmmanques,2,0,0,0,2,0,0,0
mmmeuh,1,0,0,0,1,0,0,0
mmmh,9,1,0,2,1,2,3,2
mmmhh,1,0,0,0,0,1,0,0
mmmm,4,1,1,0,3,0,1,0
mmmmanques,3,0,0,0,3,0,0,0
mmmmh,1,0,0,0,0,1,0,0
mmmmm,1,0,0,0,0,0,0,1
mmmouais,0,1,1,0,0,0,0,0
mmmoui,1,0,0,0,1,0,0,0
mms,28,8,9,2,6,9,4,6
mmt,20,0,0,0,0,0,0,20
mn,108,10,12,0,15,41,8,42
mn30,1,0,0,0,1,0,0,0
mnde,4,0,0,0,0,2,0,2
mnge,1,0,0,0,0,0,1,0
mnger,1,0,0,0,0,0,1,0
mnpelier,0,1,0,0,0,0,0,1
mnpt,1,0,0,0,0,1,0,0
mnt,7,3,2,3,3,2,0,0
mntant,1,0,0,0,0,0,0,1
mntes,1,0,1,0,0,0,0,0
mntn,1,0,0,0,0,0,1,0
mntpl,0,2,0,0,2,0,0,0
mntrè,1,0,0,0,0,0,0,1
mo,6,1,1,0,4,0,0,2
mo2,1,0,0,0,0,0,0,1
moa,5,1,1,0,0,0,0,5
mob,4,0,0,1,0,0,3,0
mobile,2,4,0,2,0,1,2,1
mobileco,0,1,0,0,0,0,0,1
mobiles,1,0,0,0,0,0,1,0
mobilete,1,0,1,0,0,0,0,0
mobilettes,1,0,0,0,0,0,0,1
mobilisation,0,1,0,0,0,0,0,1
mobilise,1,0,1,0,0,0,0,0
mobiliser,1,0,0,0,1,0,0,0
mobilisés,0,1,0,0,0,0,0,1
mobilité,3,0,0,0,0,1,1,1
mobilités,3,0,0,0,0,3,0,0
moblok,1,0,1,0,0,0,0,0
mobsede,1,0,0,0,0,0,1,0
moccuper,0,2,0,0,0,0,2,0
moche,57,15,20,22,4,10,12,4
moches,6,5,4,1,1,1,2,2
mode,77,14,17,16,5,24,16,13
modelage,1,0,0,0,0,1,0,0
modele,1,0,0,1,0,0,0,0
modeler,2,0,0,1,0,1,0,0
modeles,0,2,0,0,2,0,0,0
modelselektor,0,1,0,0,0,0,0,1
modern,3,0,0,1,1,1,0,0
moderne,5,1,2,0,0,3,0,1
modernes,1,1,0,1,0,0,1,0
modes,1,1,0,0,0,0,1,1
modeste,5,1,1,2,0,1,1,1
modif,1,0,0,1,0,0,0,0
modifie,1,0,0,1,0,0,0,0
modifier,6,0,0,0,0,4,0,2
modifié,2,1,0,0,0,2,0,1
modifs,1,0,0,0,0,1,0,0
modo,3,0,0,1,0,0,1,1
modoe,1,0,0,0,0,0,1,0
modre,1,0,0,0,0,1,0,0
module,1,0,0,0,0,0,1,0
moduler,1,0,0,0,0,0,1,0
modèle,6,1,1,0,1,2,1,2
modèles,1,1,0,0,0,0,1,1
modéles,1,0,0,0,0,0,0,1
modération,1,1,1,0,0,0,0,1
moebius,1,0,0,1,0,0,0,0
moelle,1,0,0,0,0,0,1,0
moelleux,1,0,0,0,0,0,1,0
moeuf,1,0,0,0,1,0,0,0
moeurs,1,0,0,0,0,1,0,0
moffre,0,1,0,0,0,0,1,0
mognoon,1,0,0,0,0,0,1,0
moh,3,0,0,0,2,0,1,0
moi1,1,0,0,0,0,1,0,0
moi2,1,0,0,0,0,1,0,0
moii,10,3,4,3,4,1,1,0
moiii,2,0,2,0,0,0,0,0
moiiii,2,0,0,0,0,2,0,0
moin,21,16,23,1,7,0,1,5
moind,0,1,0,0,1,0,0,0
moindre,9,2,1,2,1,3,1,3
moins,674,166,122,152,58,209,165,134
mois,184,68,37,47,20,31,58,59
moisi,3,1,1,2,0,1,0,0
moissac,8,0,0,0,8,0,0,0
moit,2,0,0,0,0,2,0,0
moites,0,1,0,0,0,0,1,0
moitie,5,1,1,3,1,1,0,0
moitier,4,1,1,1,0,0,0,3
moitiè,1,0,0,0,0,0,0,1
moitié,54,22,23,12,3,13,15,10
moitiée,1,1,1,0,0,1,0,0
moiz,0,1,1,0,0,0,0,0
moizaussi,0,1,0,0,0,0,0,1
mojito,4,1,0,0,0,0,1,4
mok,2,0,0,0,0,0,0,2
molards,0,1,1,0,0,0,0,0
moleculaires,0,1,0,0,1,0,0,0
molecule,0,2,1,0,1,0,0,0
molet,0,1,1,0,0,0,0,0
molette,1,0,0,0,0,1,0,0
molle,1,0,0,0,0,0,0,1
molles,1,0,0,0,0,1,0,0
mollet,5,0,1,0,0,3,0,1
mollets,1,1,0,1,0,0,1,0
mollo,1,0,0,0,0,0,0,1
molly,1,0,0,0,0,1,0,0
molo,1,0,0,0,1,0,0,0
molosses,1,0,0,0,0,0,0,1
molto,1,0,0,0,0,0,0,1
molécule,0,1,0,0,0,0,0,1
mom,10,2,0,1,0,7,2,2
moman,2,1,1,0,0,0,1,1
mome,1,0,1,0,0,0,0,0
momen,4,2,1,0,0,0,4,1
moment,452,121,94,86,44,114,126,109
momentanément,1,0,0,0,0,0,0,1
moments,36,11,4,11,2,11,9,10
momie,2,0,0,0,0,2,0,0
momment,4,0,0,0,4,0,0,0
momon,1,0,0,1,0,0,0,0
momoon,1,0,0,1,0,0,0,0
momooon,2,0,0,2,0,0,0,0
momooooooon,1,0,0,1,0,0,0,0
monaco,3,0,0,2,0,0,1,0
monai,1,0,0,0,0,0,0,1
monarchie,1,0,0,0,0,1,0,0
monastère,0,1,0,0,0,0,0,1
monclar,0,1,0,0,0,0,0,1
mond,1,0,0,0,0,0,0,1
mondains,0,1,0,0,0,0,1,0
monde,434,132,120,111,50,119,87,79
mondeeee,0,1,1,0,0,0,0,0
mondes,4,2,1,1,0,1,0,3
mondey,1,0,1,0,0,0,0,0
mondial,3,0,1,0,0,1,0,1
mondiale,2,0,0,0,0,1,0,1
mondialisation,3,1,0,3,0,0,0,1
monetier,0,1,1,0,0,0,0,0
monettes,0,1,0,0,0,0,0,1
money,7,1,1,1,1,0,5,0
mongol,3,0,1,0,0,0,2,0
mongole,7,0,0,7,0,0,0,0
mongoles,1,0,0,1,0,0,0,0
mongolfiere,0,1,0,0,0,0,1,0
mongolien,4,0,4,0,0,0,0,0
mongoliene,1,0,1,0,0,0,0,0
mongolienne,1,0,1,0,0,0,0,0
monistrol,2,0,0,2,0,0,0,0
moniteur,2,0,0,1,1,0,0,0
monk,0,1,1,0,0,0,0,0
monkey,1,0,0,1,0,0,0,0
monnai,1,0,0,0,1,0,0,0
monnaie,8,2,1,3,1,3,1,1
monnet,2,1,0,2,0,0,0,1
mono,2,0,1,0,0,1,0,0
monocle,1,0,0,0,0,1,0,0
monocles,1,0,0,0,0,1,0,0
monologue,0,2,0,0,0,0,2,0
monologues,1,0,0,0,0,1,0,0
mononucléose,1,0,0,1,0,0,0,0
monop,1,0,0,1,0,0,0,0
monopoli,1,0,1,0,0,0,0,0
monopolise,1,0,0,1,0,0,0,0
monopolisé,1,0,0,0,0,0,0,1
monopoly,5,0,0,3,1,1,0,0
monoprix,2,2,0,1,0,2,1,0
monospace,1,0,0,0,1,0,0,0
monpellier,1,0,0,0,0,0,1,0
monpeul,5,0,0,0,0,5,0,0
monptel,1,0,0,0,0,1,0,0
monptellier,0,1,0,1,0,0,0,0
monroe,3,0,0,0,0,0,3,0
monsac,1,0,1,0,0,0,0,0
monsieur,57,8,3,23,5,7,9,18
monsieurs,1,0,0,0,0,0,0,1
monster,2,2,0,0,1,1,1,1
monstre,13,0,0,1,1,3,8,0
monstres,1,1,0,0,0,1,1,0
monstreu,1,0,0,0,0,0,0,1
monstrueuse,1,0,0,0,0,0,1,0
monstrueuses,1,0,0,0,0,1,0,0
monstrueux,1,0,0,0,0,1,0,0
mont,10,6,4,2,1,5,2,2
monta,0,3,3,0,0,0,0,0
montady,2,0,0,0,0,0,0,2
montage,6,0,1,1,2,1,1,0
montages,1,0,1,0,0,0,0,0
montagnac,2,0,0,0,2,0,0,0
montagnarde,1,0,0,1,0,0,0,0
montagne,5,4,2,1,1,1,2,2
montagnes,1,2,1,0,1,0,1,0
montagneux,0,1,0,0,0,0,1,0
montaient,0,1,0,0,0,0,0,1
montais,2,0,0,0,0,0,0,2
montaner,0,1,0,0,0,0,0,1
montant,5,0,0,1,1,2,0,1
montante,1,1,1,0,0,0,0,1
montantes,2,0,0,0,0,2,0,0
montargis,1,0,0,0,0,1,0,0
montauban,4,0,0,0,4,0,0,0
montbe,0,1,0,0,0,0,1,0
montbeliard,0,2,0,0,0,0,2,0
monte,66,18,7,11,12,26,12,16
montebourg,5,1,0,0,0,5,0,1
montee,5,0,1,3,0,0,1,0
montelimar,2,1,0,0,0,1,0,2
monter,43,22,9,12,5,9,14,16
montera,1,0,0,0,0,0,0,1
monterai,1,1,0,1,0,0,1,0
monterais,2,0,0,0,0,1,0,1
monteras,1,0,0,1,0,0,0,0
montero,0,1,1,0,0,0,0,0
montes,10,1,4,2,2,3,0,0
montescot,0,1,1,0,0,0,0,0
montesquieu,0,3,3,0,0,0,0,0
monteur,0,1,0,1,0,0,0,0
montez,3,2,1,1,0,0,1,2
montferrier,1,0,0,0,0,0,1,0
months,0,1,0,0,0,0,1,0
montjuic,1,0,0,0,0,0,1,0
montlucon,1,0,0,0,1,0,0,0
montluel,1,0,0,0,1,0,0,0
montmajour,1,0,0,0,0,0,0,1
montmel,1,0,0,0,0,0,0,1
montmirail,1,0,1,0,0,0,0,0
montp,2,0,0,0,0,2,0,0
montparnasse,6,3,0,1,3,1,0,4
montpe,1,0,0,0,0,0,0,1
montpel,81,7,0,12,8,41,18,9
montpelier,2,0,1,0,0,0,0,1
montpell,3,0,0,0,2,0,1,0
montpellie,1,0,0,0,0,0,1,0
montpellier,169,49,8,50,26,59,36,39
montpellierain,1,0,0,0,0,0,0,1
montpellieraine,3,0,0,0,1,1,0,1
montpellierains,1,0,0,0,0,0,0,1
montpeul,0,5,0,1,4,0,0,0
montrait,2,0,0,1,0,1,0,0
montrant,2,2,1,0,0,0,0,3
montre,58,10,6,15,9,16,11,11
montreal,0,3,0,3,0,0,0,0
montrent,1,0,0,0,0,0,1,0
montrer,39,12,14,6,2,13,7,9
montrera,6,4,3,2,1,0,2,2
montrerai,16,2,5,1,4,1,2,5
montrerais,4,1,3,1,0,1,0,0
montreras,5,1,0,1,0,3,0,2
montrerez,1,0,0,0,0,0,1,0
montres,7,4,4,3,0,1,0,3
montreuil,0,3,0,0,3,0,0,0
montrr,1,0,0,0,0,0,1,0
montré,19,6,2,6,2,8,3,4
montréal,3,0,0,0,0,0,3,0
montrée,0,1,0,0,0,0,0,1
monts,1,0,0,0,0,1,0,0
montè,1,0,0,0,0,0,0,1
monté,16,8,5,6,1,7,2,3
montée,7,2,2,0,0,1,2,4
montées,0,1,1,0,0,0,0,0
montélimar,9,0,0,0,0,9,0,0
montés,2,0,0,0,0,1,0,1
monument,0,1,1,0,0,0,0,0
monumental,0,1,0,0,0,1,0,0
moodle,6,0,0,0,0,5,1,0
mooi,2,0,1,1,0,0,0,0
moom,1,0,0,0,0,0,1,0
moon,6,0,0,0,4,2,0,0
moonopris,1,0,0,0,1,0,0,0
moons,1,0,0,0,0,1,0,0
moonter,1,0,0,0,1,0,0,0
moontpell,1,0,0,0,1,0,0,0
moooiii,1,0,0,0,1,0,0,0
mooooi,1,0,0,0,1,0,0,0
moooois,1,0,0,0,1,0,0,0
mooooolto,1,0,0,0,0,0,0,1
mooooonde,1,0,0,0,0,1,0,0
moooort,3,0,0,0,2,1,0,0
moortt,0,1,1,0,0,0,0,0
mooshuhm,1,0,1,0,0,0,0,0
moquai,1,0,0,0,0,0,1,0
moquaient,1,0,0,0,0,1,0,0
moquais,2,0,0,0,0,2,0,0
moquait,1,0,0,0,0,1,0,0
moquant,1,0,0,0,0,1,0,0
moque,12,4,0,2,0,7,4,3
moquee,1,0,0,0,1,0,0,0
moquent,1,1,1,0,0,1,0,0
moquer,11,1,2,4,1,4,0,1
moquerais,1,0,0,0,0,1,0,0
moquerie,1,0,0,0,0,1,0,0
moqueries,0,1,0,0,0,0,0,1
moques,4,0,2,0,1,1,0,0
moquette,2,0,0,0,2,0,0,0
moqueur,0,1,0,0,0,0,0,1
moqué,3,0,0,1,0,1,1,0
mor,3,0,1,0,0,0,2,0
moral,51,19,20,12,4,4,6,24
morale,11,1,0,0,2,2,4,4
moralement,6,1,3,0,1,2,1,0
moralité,1,0,0,1,0,0,0,0
morandini,1,0,0,0,0,0,0,1
morbide,0,1,0,1,0,0,0,0
morceau,7,4,2,2,1,0,2,4
morceaux,6,3,1,0,2,1,1,4
mord,4,1,2,1,0,1,0,1
mordant,1,0,0,0,0,1,0,0
mordent,1,0,0,0,0,0,0,1
mordiller,1,0,0,0,0,1,0,0
mordre,2,0,0,0,0,2,0,0
mords,0,1,0,1,0,0,0,0
mordu,1,0,0,0,0,1,0,0
mordue,1,0,0,0,0,1,0,0
more,2,0,0,0,1,0,1,0
morellato,2,0,0,0,0,0,0,2
moreover,1,0,0,1,0,0,0,0
morfale,0,1,1,0,0,0,0,0
morfalous,1,0,0,0,0,0,1,0
morfler,3,0,0,1,0,0,0,2
morflé,2,0,0,1,0,0,1,0
morfondre,1,0,0,0,0,1,0,0
morganiser,0,1,0,0,0,0,1,0
moriarty,0,1,0,1,0,0,0,0
morin,0,2,0,0,0,0,0,2
morning,0,3,0,0,0,0,0,3
morphine,1,0,0,0,0,0,1,0
morphé,0,2,0,1,0,0,1,0
morphée,2,0,0,0,0,0,0,2
morpion,3,0,0,0,0,0,3,0
morpionne,1,0,0,0,0,0,1,0
morris,0,1,0,0,1,0,0,0
morse,2,0,0,0,0,1,1,0
morsure,1,0,0,0,0,0,0,1
morsures,1,0,0,0,0,0,1,0
mort,191,63,66,56,13,45,32,42
morte,50,16,11,27,2,9,6,11
mortel,9,0,0,0,0,8,0,1
mortelle,0,2,2,0,0,0,0,0
mortes,3,2,0,0,2,0,0,3
mortimer,0,1,1,0,0,0,0,0
morts,10,2,0,7,0,1,2,2
moru,1,0,0,0,1,0,0,0
morue,8,0,0,1,0,7,0,0
morues,1,0,0,0,0,0,0,1
morve,0,1,1,0,0,0,0,0
morveux,1,0,1,0,0,0,0,0
mos,0,1,0,0,0,0,1,0
mosaik,1,0,0,1,0,0,0,0
mosby,2,0,0,0,0,2,0,0
moscou,1,0,0,0,0,1,0,0
mosson,11,0,0,1,6,3,0,1
most,1,1,0,1,0,1,0,0
mosul,1,0,0,0,1,0,0,0
mot,111,25,18,30,11,22,26,29
moteur,1,1,1,0,0,0,1,0
mother,6,0,0,0,1,2,3,0
motherlode,0,1,0,1,0,0,0,0
motiee,1,0,0,0,0,0,0,1
motif,3,1,1,0,1,1,1,0
motifs,1,0,0,0,0,1,0,0
motiv,14,3,0,3,1,8,2,3
motivant,2,1,0,0,0,1,1,1
motivante,1,0,0,0,0,0,0,1
motivateur,1,0,0,0,0,1,0,0
motivation,28,6,3,5,2,6,10,8
motivations,0,2,1,1,0,0,0,0
motive,37,2,1,3,6,20,5,4
motivee,3,0,0,2,1,0,0,0
motivent,1,0,0,0,0,0,0,1
motiver,30,2,3,1,2,17,7,2
motivera,1,0,0,0,0,0,1,0
motiverait,1,0,0,0,0,0,1,0
motives,2,0,0,0,0,2,0,0
motivez,0,1,1,0,0,0,0,0
motivé,29,13,3,4,1,11,12,11
motivée,19,2,1,3,0,7,6,4
motivés,3,1,1,1,0,1,0,1
moto,10,5,5,3,0,2,1,4
motos,1,0,0,0,0,1,0,0
motpeliè,1,0,1,0,0,0,0,0
motpellier,0,1,0,0,0,0,0,1
motrice,1,0,0,0,0,1,0,0
motrucbidule,1,0,0,0,0,1,0,0
mots,57,20,7,18,3,19,18,12
mottaz,1,0,0,0,0,0,1,0
motte,3,0,0,1,2,0,0,0
motus,1,0,0,1,0,0,0,0
mou,8,1,1,2,1,2,1,2
moua,5,1,1,1,2,1,0,1
mouaaa,0,1,1,0,0,0,0,0
mouaaaaah,1,0,1,0,0,0,0,0
mouaaaahahaha,1,0,1,0,0,0,0,0
mouaajh,1,0,0,0,0,0,1,0
mouack,0,1,0,0,0,0,0,1
mouah,1,0,0,0,0,0,0,1
mouaha,14,0,2,0,0,11,1,0
mouahah,2,0,0,0,0,0,1,1
mouahaha,13,0,7,0,0,5,1,0
mouahahah,1,1,0,0,1,0,0,1
mouahahaha,5,4,1,0,4,1,3,0
mouahahahaha,1,1,0,1,1,0,0,0
mouahahahahahah,1,0,1,0,0,0,0,0
mouai,23,10,11,6,0,0,14,2
mouaif,6,0,5,0,0,0,1,0
mouaip,1,0,0,1,0,0,0,0
mouais,52,28,33,8,4,23,9,3
mouak,1,0,1,0,0,0,0,0
moublies,1,0,1,0,0,0,0,0
mouche,5,4,2,2,0,4,1,0
mouchemouche,1,0,0,0,1,0,0,0
moucher,5,0,0,3,0,1,0,1
mouches,0,1,0,0,0,0,1,0
mouchoir,4,1,0,2,0,2,1,0
mouchoirs,6,0,0,2,2,1,1,0
mouché,1,0,0,0,0,0,1,0
mouffetard,0,1,0,0,0,0,0,1
mouhaha,2,2,0,2,0,0,0,2
mouhahahaha,1,0,0,0,0,0,0,1
mouhahahahaha,2,0,0,0,0,1,0,1
mouhahahahahaa,1,0,0,1,0,0,0,0
mouhahahahahahaaaa,1,0,0,1,0,0,0,0
moui,36,0,13,5,17,0,1,0
mouias,0,1,1,0,0,0,0,0
mouif,1,0,1,0,0,0,0,0
mouii,1,0,0,0,1,0,0,0
mouiiii,1,0,0,1,0,0,0,0
mouiiiii,1,0,0,0,1,0,0,0
mouiiiiii,1,0,0,0,1,0,0,0
mouille,4,0,1,0,0,2,1,0
mouiller,2,0,0,1,0,1,0,0
mouillé,5,0,1,1,0,2,1,0
mouillée,3,0,0,0,0,0,3,0
mouillées,1,0,0,0,0,0,1,0
mouillés,2,0,0,1,0,1,0,0
mouise,1,0,0,0,0,0,0,1
moulager,0,1,0,0,1,0,0,0
moulant,1,0,0,0,0,0,0,1
moulares,6,0,0,0,0,1,5,0
moule,4,0,3,0,0,0,1,0
moules,4,0,3,0,0,0,1,0
moulin,2,1,0,0,2,1,0,0
moulineaux,1,0,0,0,0,1,0,0
moults,0,1,0,0,0,0,0,1
moumoutte,0,1,0,0,0,0,0,1
moun,1,0,0,0,0,1,0,0
mounchalvy,0,1,0,1,0,0,0,0
moune,10,0,0,10,0,0,0,0
mountain,1,0,0,0,0,0,0,1
mounte,1,0,0,0,0,1,0,0
mourais,1,0,0,0,0,1,0,0
mourant,1,0,1,0,0,0,0,0
mourgues,0,1,0,0,0,0,0,1
mourguettes,0,1,0,0,0,0,0,1
mouries,1,0,0,0,0,0,0,1
mourir,42,5,8,9,3,11,5,11
mourire,2,0,0,2,0,0,0,0
mourra,0,1,0,0,0,0,1,0
mourrai,1,0,0,1,0,0,0,0
mourrais,3,0,0,0,0,2,1,0
mourrait,2,0,0,2,0,0,0,0
mourrerais,0,1,1,0,0,0,0,0
mourrir,4,1,1,1,0,0,1,2
mourru,0,2,2,0,0,0,0,0
mouru,1,0,1,0,0,0,0,0
mous,1,1,0,0,1,0,0,1
mousquetaires,3,1,0,1,0,1,1,1
moussaka,1,0,0,0,0,0,1,0
mousse,8,2,1,1,1,3,4,0
mousser,1,0,0,0,0,0,1,0
mousses,0,2,0,0,0,0,0,2
mousseux,1,0,0,0,0,0,1,0
moustache,3,1,1,1,1,0,0,1
moustaches,0,1,0,0,0,0,0,1
moustachu,1,0,0,0,0,1,0,0
moustier,2,0,2,0,0,0,0,0
moustique,4,0,2,0,0,1,0,1
moustiques,2,1,0,1,1,1,0,0
moutarde,3,3,1,0,0,1,2,2
mouton,2,0,0,1,0,0,1,0
moutons,1,2,0,0,0,0,3,0
mouui,1,0,0,0,0,0,1,0
mouvants,2,0,0,0,0,2,0,0
mouve,1,0,0,0,0,1,0,0
mouvement,11,0,1,2,1,3,3,1
mouvementee,1,0,0,0,0,1,0,0
mouvements,2,1,1,1,0,0,1,0
mouvementé,2,0,0,1,0,0,0,1
mouvrir,1,0,0,0,0,0,1,0
moux,1,0,0,1,0,0,0,0
moué,1,0,0,1,0,0,0,0
mouééé,1,0,0,0,0,1,0,0
movaise,1,1,2,0,0,0,0,0
movie,1,2,0,0,0,0,1,2
mové,1,0,0,0,0,0,0,1
moye,0,1,0,0,0,0,0,1
moyeeen,1,0,0,0,0,1,0,0
moyen,118,18,25,33,9,29,24,16
moyenne,54,16,14,23,0,7,24,2
moyennement,3,2,1,1,0,1,2,0
moyennent,1,0,1,0,0,0,0,0
moyennes,3,0,0,3,0,0,0,0
moyens,16,5,5,2,1,1,5,7
mozaik,1,0,0,1,0,0,0,0
mozart,0,1,1,0,0,0,0,0
moì,1,1,0,0,0,0,1,1
mp,3,0,0,2,0,1,0,0
mp2,1,0,0,0,0,1,0,0
mp3,6,4,3,2,0,3,2,0
mp4,1,0,0,0,0,0,1,0
mpaaaarles,1,0,0,0,1,0,0,0
mparler,1,0,0,0,1,0,0,0
mpeche,1,0,0,0,0,1,0,0
mpetit,1,0,1,0,0,0,0,0
mpn,0,1,1,0,0,0,0,0
mpoui,1,0,1,0,0,0,0,0
mprends,2,0,1,1,0,0,0,0
mpretera,1,0,0,0,0,0,1,0
mps,2,3,3,1,1,0,0,0
mpt,6,0,2,0,1,0,0,3
mr,31,9,5,4,2,13,5,11
mramener,1,0,0,0,1,0,0,0
mrapelle,1,0,0,0,0,0,1,0
mrapelé,1,0,0,0,0,0,1,0
mrappelle,1,0,0,0,1,0,0,0
mrc,1,0,0,0,1,0,0,0
mrche,1,0,0,0,0,0,1,0
mrci,3,0,0,0,0,2,0,1
mrd,14,1,4,0,0,0,0,11
mrde,2,0,0,0,0,0,0,2
mre,1,0,1,0,0,0,0,0
mrend,1,0,0,1,0,0,0,0
mrep,1,0,1,0,0,0,0,0
mrepon,1,0,0,0,1,0,0,0
mrp,2,0,2,0,0,0,0,0
mrs,4,0,0,0,0,1,3,0
mréveiller,0,1,0,1,0,0,0,0
ms,616,67,4,108,20,55,487,9
msemble,2,0,0,0,2,0,0,0
msf,1,0,0,1,0,0,0,0
msg,146,27,106,27,6,2,12,20
msgerie,1,0,0,0,1,0,0,0
msh,1,0,0,0,0,0,0,1
msieur,1,1,0,0,0,0,0,2
mslle,2,0,0,0,0,0,2,0
msn,31,12,15,6,10,4,6,2
msool,1,0,1,0,0,0,0,0
msoule,3,1,0,0,0,0,0,4
msoulera,1,0,1,0,0,0,0,0
msr,1,0,0,0,0,1,0,0
mss,1,0,0,0,0,0,1,0
msselle,1,0,0,0,0,0,1,0
mster,1,0,1,0,0,0,0,0
msui,0,1,1,0,0,0,0,0
msuis,2,0,0,2,0,0,0,0
mtaaaaarde,1,0,0,0,1,0,0,0
mtajtj,1,0,1,0,0,0,0,0
mtarde,4,0,0,0,4,0,0,0
mtb,5,0,0,0,5,0,0,0
mtdj,1,0,1,0,0,0,0,0
mth,1,0,0,0,1,0,0,0
mtiens,1,0,0,0,1,0,0,0
mtin,1,0,0,0,0,0,1,0
mtn,45,5,24,5,6,1,11,3
mtnt,56,1,18,14,1,23,0,1
mtp,67,15,7,4,16,23,18,14
mtpellier,1,0,0,0,0,0,1,0
mtpeul,0,1,0,0,1,0,0,0
mtpl,0,2,0,0,0,0,0,2
mtpll,1,0,0,0,0,0,0,1
mtplr,3,0,0,0,0,3,0,0
mtrouves,1,0,0,0,0,0,0,1
