,Femme,Homme,Age1
ooouuuhhhh,1,0,0
ooowe,2,0,0
oops,2,0,1
oouaaaah,1,0,0
oouh,1,0,0
ooui,1,0,1
oouuuuaaaaaah,0,1,0
oowe,1,0,0
op,7,4,0
opacité,1,0,0
opaline,1,0,0
open,4,1,2
opera,2,3,0
operant,1,0,0
operation,3,0,0
operationnel,1,0,0
operer,3,0,0
ophtalmo,2,1,0
opinion,4,2,2
opital,1,0,1
opportune,1,0,0
opportunité,2,0,1
opportunités,3,0,0
oppose,3,0,0
opposition,1,0,0
opposé,2,0,0
oppresse,1,0,0
oprah,1,0,0
opres,0,1,0
opresse,1,0,0
optamo,1,0,0
opte,1,1,1
opter,1,0,0
optimisme,2,0,0
optimisser,1,0,0
optimiste,2,0,0
optimniste,1,0,1
option,10,3,4
optionnelles,1,0,0
options,1,0,0
optique,6,3,2
optymo,0,1,0
opère,1,0,0
opé,13,0,3
opéra,6,6,3
opérable,1,0,0
opérateur,0,2,1
opération,11,3,4
opérationnel,2,2,1
opérationnelle,2,0,0
opérations,3,0,0
opérer,7,2,0
opéré,2,0,1
opérée,2,1,2
oqp,3,1,1
or,26,12,6
or3,1,0,0
ora,10,2,2
orage,6,1,1
orages,4,0,0
orageuse,1,0,0
orai,1,0,1
oral,63,7,4
orale,7,0,0
oralement,3,0,0
orange,36,11,8
orangerie,1,1,0
oranges,2,0,0
orateur,1,0,0
oraux,3,1,0
orchestra,1,0,0
orchestre,2,2,1
orchestres,0,1,0
orchidées,0,1,1
orders,1,0,0
ordi,265,37,62
ordiiii,1,0,0
ordinaire,4,1,1
ordinateur,18,3,5
ordinato,1,0,0
ordis,7,2,1
ordonance,1,0,1
ordonnance,5,3,1
ordonne,1,0,0
ordonner,0,1,0
ordonné,1,2,0
ordonnés,1,0,0
ordre,19,5,2
ordres,3,1,2
ordure,3,0,1
ore,1,0,0
oreal,0,2,0
oreil,1,0,0
oreille,11,2,2
oreiller,2,3,1
oreilles,15,3,0
oreillette,3,0,0
orelsan,2,2,0
ores,0,1,0
orevoir,1,0,0
orfi,1,0,0
org,1,3,3
orga,8,1,0
organigramme,2,0,0
organique,0,2,0
organisateur,0,2,0
organisation,17,1,1
organise,21,6,3
organisent,0,1,1
organiser,28,7,5
organisera,1,0,0
organises,1,0,0
organisme,1,1,0
organisé,5,3,2
organisée,1,2,0
organizziamo,1,0,0
organza,3,0,0
orgas,0,1,0
orgasme,1,0,0
orge,2,0,0
orgelet,1,0,0
orgie,1,0,0
orgigami,1,0,0
orgueil,1,1,0
orgueils,1,0,0
orh,1,0,1
orian,1,0,0
oriantation,0,1,1
oribl,1,0,1
orientale,0,1,1
orientamento,2,0,0
orientation,3,2,3
orienter,1,0,0
orienté,1,1,0
orientés,0,1,0
origami,3,0,0
originaire,2,0,0
original,4,4,2
originale,3,1,1
originales,1,0,0
originalite,1,0,0
originalité,1,0,0
originaux,2,0,0
origine,6,2,1
origines,1,1,0
orion,0,1,1
orlando,2,0,0
orly,0,1,0
orléan,3,0,0
oro,1,0,0
orpheline,0,1,0
orrible,1,0,0
ors,1,0,0
orsay,1,0,0
orteil,2,0,1
orteils,0,1,0
ortho,2,0,1
orthocentre,1,0,0
orthodentiste,1,1,1
orthodontiste,3,1,1
orthographe,10,5,6
orthonormé,0,1,1
orthophiniste,1,0,0
orthophonie,1,0,0
orthophoniste,1,0,0
orthoptiste,5,0,0
ortobre,1,0,0
oré,1,1,1
os,7,4,3
osai,2,0,2
osais,2,0,0
osbourne,1,0,0
osci,4,0,0
osculté,0,1,0
oscultée,0,1,0
ose,23,3,5
osef,1,3,4
oseille,1,0,0
osent,2,0,0
oser,4,2,3
osera,1,0,1
oserai,1,2,2
oserait,1,0,0
oseras,1,0,0
oses,9,0,0
osf,0,1,0
osi,10,1,9
osier,1,0,0
osiiii,1,0,0
osmose,1,0,0
ospitare,1,0,0
osseux,0,1,0
ossi,18,4,8
ossu,1,0,1
osteo,7,0,4
osthéo,1,0,0
ostèo,1,0,1
ostéo,6,0,0
osé,12,5,3
otage,4,0,0
otan,1,0,0
otaries,1,0,0
otell,0,1,0
oth,1,0,0
othello,7,0,0
other,2,0,0
otiste,1,0,0
otite,2,4,0
oto,0,1,0
otr,2,0,0
otre,6,6,5
otremen,2,0,0
otro,1,0,0
ottawa,3,1,1
otto,1,0,0
oté,1,0,0
oua,0,26,0
ouaaa,1,0,0
ouaaaaaaaaais,2,0,0
ouaaaaaaais,1,0,0
ouaaaaais,2,0,0
ouaaaah,2,0,0
ouaaaai,1,0,0
ouaaaais,2,0,1
ouaaaaye,1,0,0
ouaaah,2,0,0
ouaaahhhh,1,0,0
ouaaais,3,0,0
ouaah,2,0,0
ouaai,1,0,0
ouaaii,0,1,1
ouaais,1,0,0
ouaf,2,0,0
ouah,28,7,4
ouahou,3,0,0
ouai,233,520,244
ouaia,1,0,0
ouaich,0,5,4
ouaii,4,2,2
ouaiiii,5,0,0
ouaiiiii,2,0,0
ouaiiiiiii,2,0,0
ouaiiiiiiis,1,0,0
ouaiiiiiis,1,0,0
ouaiiiis,3,0,0
ouaiiis,10,0,0
ouaiis,1,0,0
ouaip,21,13,8
ouaips,1,0,0
ouais,1210,485,580
ouaish,0,1,0
ouaiss,1,2,2
ouaisss,1,2,2
oualallaallalaa,1,0,0
ouam,1,0,1
ouanhou,3,0,0
ouao,1,1,0
ouaos,1,0,0
ouasi,1,0,1
ouaw,4,0,0
ouay,1,0,1
oubilé,1,0,0
oubli,25,16,6
oubliai,2,1,2
oubliais,3,4,1
oubliant,1,0,0
oublie,142,47,35
oublient,1,0,0
oublier,72,34,29
oubliera,3,1,1
oublierai,5,1,1
oublierais,1,1,1
oublieras,2,1,0
oublies,11,4,3
oubliettes,1,0,0
oubliez,10,2,4
oublions,0,1,1
oubliront,1,0,1
oublis,19,1,2
oublit,1,0,0
oubliè,8,0,0
oublié,203,61,43
oubliée,4,0,1
oubliées,0,1,0
oubliés,1,0,1
oubliê,1,0,0
oublué,1,0,0
oublìè,1,0,0
oudla,1,0,0
oudrai,1,0,0
oue,176,30,26
ouep,15,4,3
ouest,8,1,1
ouf,107,27,29
ouff,1,1,1
oufff,0,1,0
ouffffff,1,0,0
ouffisime,1,0,0
ough,0,1,1
ouh,49,4,24
ouha,0,1,1
ouhaa,0,1,1
ouhah,1,0,1
ouhh,1,0,0
ouhhhh,1,0,1
ouhla,2,0,0
ouhlala,1,0,0
ouhou,0,2,2
ouhouh,0,1,0
ouhouhoù,1,0,0
ouhouu,0,1,1
oui,4909,1001,930
ouia,1,0,0
ouias,3,0,0
ouibje,1,0,0
ouii,41,10,14
ouiii,49,4,10
ouiiii,32,4,6
ouiiiii,12,5,4
ouiiiiii,16,0,0
ouiiiiiii,2,0,0
ouiiiiiiii,1,0,0
ouiiiiiiiiiiii,1,1,1
ouiiiiiiiiiiiiiiiiiiiiiiii,0,1,1
ouije,1,0,1
ouille,9,0,3
ouin,1,0,0
ouinnn,1,0,0
ouio,1,0,0
ouioui,10,3,0
ouip,9,0,1
ouiquende,0,1,0
ouiλλ,1,0,0
oujv,1,0,0
ouki,10,2,1
oula,48,7,8
oulaaa,2,1,2
oulah,5,0,4
oulala,11,0,4
oulalaaa,1,0,0
oulalaaaa,1,0,0
oulez,1,0,0
oulph,1,0,1
oulà,1,1,1
oumelitte,1,0,0
oun,1,0,0
oune,2,0,0
ouou,1,0,1
ououou,1,0,0
oup,1,0,0
oupi,1,0,0
oups,63,4,5
ouquoi,1,0,1
our,2,1,2
ouragan,2,0,0
oural,1,0,0
ourlet,2,0,0
ourlets,2,0,0
ourner,2,1,3
ours,9,4,0
ourson,6,0,0
oursonne,1,0,0
oussi,1,0,0
out,11,2,2
outbox,1,0,0
outch,8,0,0
outil,3,1,1
outils,2,1,0
outlawz,0,1,1
outlines,1,0,0
outlook,1,0,0
outrance,2,0,0
outre,9,1,0
outrée,4,0,0
ouu,2,0,1
ouuaiis,1,0,1
ouuais,1,0,1
ouuf,2,0,0
ouuh,2,0,0
ouui,4,0,2
ouuii,0,1,1
ouuiii,1,0,0
ouuiiii,1,0,0
ouuiiiii,1,0,0
ouutch,1,0,0
ouuuais,1,0,1
ouuuf,2,0,0
ouuuh,3,0,1
ouuui,3,0,2
ouuuiii,1,0,0
ouuuiiiii,1,0,0
ouuups,1,0,1
ouuuu,1,0,0
ouuuuaiis,1,0,0
ouuuuf,1,0,0
ouuuuh,2,0,0
ouuuui,1,0,0
ouuuuuais,1,0,0
ouuuuuf,1,0,0
ouuuuui,1,0,0
ouuuuuuf,1,0,0
ouuuuuuui,1,0,0
ouuuuuuuu,1,0,1
ouuuuuuuuf,1,0,0
ouuuuuuuuuuuuf,1,0,0
ouvert,74,17,11
ouvertd,1,0,0
ouverte,34,6,1
ouvertement,2,0,0
ouvertes,7,1,0
ouverts,10,1,1
ouverture,10,4,0
ouvir,1,0,0
ouvraient,1,0,0
ouvrant,2,1,0
ouvre,43,3,2
ouvrent,3,0,0
ouvres,6,0,0
ouvrier,1,0,0
ouvriers,2,1,1
ouvrir,35,12,6
ouvrira,1,0,0
ouvrirai,2,0,0
ouvrirait,1,0,0
ouvriras,0,1,0
ouvrière,1,0,0
ouvrés,0,1,0
ouwi,1,0,0
ouz,1,0,0
ouè,2,0,2
oué,22,13,14
ouéj,1,0,0
ouééé,0,1,1
ouéééé,1,0,0
ouééééééééé,1,0,0
ouì,1,1,1
ouî,1,0,1
ovaires,1,0,0
over,7,0,0
overbook,0,1,0
overbooke,1,0,0
overbooked,1,0,0
overbookee,1,0,0
overbooké,0,2,0
overbookée,1,0,0
overdose,4,0,2
ovni,0,1,0
ovnis,0,1,0
ovrerwhelmed,1,0,0
ovulation,2,0,1
owe,8,0,0
owi,1,0,0
owii,1,0,1
owiii,3,0,3
own,1,0,0
oww,1,0,0
oxford,14,0,0
oxy,1,0,0
oxydation,1,0,0
oxygène,2,0,1
oxygèner,1,0,0
oyai,2,0,2
oyaii,0,1,0
oye,2,0,0
oyiu,1,0,0
oyé,3,0,0
ozzy,1,0,0
oçi,2,0,0
oé,1,1,1
où,520,222,85
oùje,0,1,1
oüì,0,1,1
p1,1,0,0
p2,1,0,0
p3ux,1,0,0
pa,789,121,243
pa7,1,0,0
paaaa,1,0,0
paaaaaaaaaaarle,1,0,0
paaaaaaaaas,1,0,0
paaaaaaas,1,0,0
paaaaaas,1,0,0
paaaaark,1,0,0
paaaaartes,1,0,0
paaaaas,2,1,0
paaaart,1,0,0
paaaas,5,0,0
paaas,6,0,0
paaasss,0,1,1
paars,1,0,0
paas,8,0,0
paass,0,1,1
pablo,2,0,0
pac,2,0,0
pace,6,0,0
pacience,1,0,1
pacifique,2,0,0
pack,12,1,0
packe,1,0,0
packet,1,0,0
packs,0,1,0
pacm,1,0,1
pacs,0,1,0
pacser,1,0,0
pacto,1,0,1
pacè,2,0,0
pacé,1,0,1
pad,5,2,1
padawan,1,0,0
padme,0,1,0
padre,4,0,2
padres,2,1,2
paeceque,1,0,1
paella,2,0,0
paf,2,3,1
pagaie,0,1,0
pagano,1,0,0
pagayer,1,0,0
page,64,13,16
pages,31,10,6
pages166,1,0,0
pah,0,2,1
pai,2,0,0
paie,12,5,3
paiement,3,2,0
paient,2,0,0
paiera,1,0,0
paierai,3,0,0
paies,1,1,1
pailette,2,0,0
paillade,4,5,4
paillage,1,0,0
paillasson,0,1,0
paille,0,1,1
paillettes,3,1,0
pain,56,11,1
painball,0,1,1
paincomment,1,0,0
pains,5,0,0
paint,4,1,0
pair,5,0,0
pairai,1,0,0
paire,15,4,2
paires,2,2,0
paisiblement,1,0,1
paitasse,1,0,1
paix,6,2,0
paiye,0,1,1
paket,1,0,0
pakistanais,1,0,0
pal,1,0,0
palace,0,9,0
palai,1,0,0
palais,7,3,2
palaiseau,0,1,1
palaprat,1,0,0
palavas,8,2,0
palera,1,0,0
palestine,1,0,0
palette,3,0,0
palier,1,0,0
palladium,0,1,0
palmares,1,0,0
palme,0,1,0
palmiers,1,1,0
palpitante,1,1,0
palpitants,1,0,0
paléosubduction,1,0,1
pamal,0,2,0
pamc,1,0,1
pamies,1,0,1
pampa,1,0,0
pamplemouse,1,2,0
pamplemousse,6,1,1
pan,6,0,1
panacee,1,0,0
panam,1,1,0
paname,6,0,0
pancakes,4,2,1
pancarte,1,0,0
pance,1,0,1
pancements,1,0,0
panda,3,0,0
pandan,1,0,1
pandantif,1,0,0
pane,1,0,0
panel,1,0,0
pangloss,0,1,1
pango,1,0,0
panic,1,0,0
panicked,0,1,0
panier,3,2,0
paniers,1,0,0
panik,1,0,0
panini,3,0,0
panique,12,2,3
paniquer,1,1,0
paniques,3,0,1
paniqué,2,0,0
paniquée,0,1,0
pankakes,1,0,0
panne,8,3,2
panneau,7,0,1
panneaux,4,2,2
pannes,0,1,0
panoplie,1,0,0
panoramique,1,0,1
panperse,0,1,0
pans,1,0,0
pansemznt,1,0,0
panser,2,0,0
pantallon,1,0,0
pantaln,1,0,0
pantalon,24,2,6
pantalons,8,0,0
panthéon,1,0,0
pantiero,1,0,0
pantoufle,1,0,0
pantoufles,1,1,0
panuels,0,1,1
panzercamions,0,1,0
pané,2,0,0
panés,2,1,0
paowww,2,0,0
pap,6,0,0
papa,212,40,30
papam,0,1,0
papas,1,0,0
pape,2,0,0
paper,1,0,0
paperasse,2,1,0
papers,1,0,0
papes,0,1,1
papi,9,6,1
papier,74,19,22
papierr,1,0,0
papiers,33,11,3
papilles,0,1,0
papillon,1,1,0
papilloné,1,0,0
papillote,1,0,0
papineschi,3,0,0
papineski,1,0,0
papote,3,3,0
papoter,11,3,0
papotera,0,1,0
papotes,1,0,0
papotè,1,0,0
papoté,1,0,0
papou,2,0,1
papouilles,1,0,0
papounet,6,1,0
papy,25,6,7
papé,1,0,1
paq,4,0,1
paqce,1,0,1
paquebot,1,0,0
paquerettes,1,0,0
paques,0,3,2
paquet,24,8,2
paquets,7,1,0
para,2,2,1
parabole,1,0,0
paracetamol,1,0,0
paracetamot,1,0,0
parachute,1,0,0
paracétamol,0,2,0
paradi,0,1,1
paradigme,2,0,0
paradis,4,2,1
paradise,1,0,0
paradisiaque,2,0,0
paradoxal,2,1,1
paradoxalement,1,0,0
paradoxe,1,1,1
paragaté,0,1,0
parages,3,2,0
paragraphe,9,1,1
paragraphes,1,2,0
parai,2,0,1
parain,0,1,1
paraine,1,0,0
paraissai,1,0,0
paraissaient,1,0,0
paraissait,3,0,0
paraissent,2,1,1
parait,53,23,10
paraitrait,1,1,1
paraitre,5,2,2
paralisè,1,0,1
parallèle,8,0,2
parallèles,1,0,0
parallélisme,0,1,0
paralysé,1,0,1
parament,1,1,2
parametre,1,0,1
parametres,1,0,0
paramètres,1,1,0
paramétres,1,0,0
parano,3,5,3
paranormal,2,0,0
paraphrasant,1,0,0
paraphrase,1,0,0
paraphraser,2,0,0
paraplui,1,0,1
parapluie,18,3,1
parapluies,2,0,0
paraplégique,1,0,1
parapor,1,0,1
parasamgaté,0,1,0
parasite,1,0,0
parasol,1,1,0
paraît,2,3,0
parc,19,11,13
parce,1074,229,238
parcek,1,0,0
parceke,3,0,0
parcelle,0,1,0
parcelles,1,0,0
parcequ,1,0,0
parceque,19,10,8
parcequel,1,0,0
parcequhier,0,1,1
parcequon,0,1,1
parcesue,0,1,1
parciel,1,0,0
parcke,1,0,0
parcmetre,2,0,0
parcour,1,0,0
parcourira,1,0,0
parcours,5,3,2
parcouru,1,0,0
parcourus,0,1,0
parcque,0,2,2
parcs,3,1,0
pard,1,0,0
pardi,4,0,0
pardin,1,0,0
pardis,0,2,0
pardit,0,1,1
pardon,83,18,9
pardong,0,1,0
pardonnable,1,0,0
pardonne,8,6,5
pardonnee,1,0,0
pardonneeer,2,0,0
pardonner,8,5,6
pardonnera,1,0,0
pardonnerai,1,0,1
pardonneras,2,0,0
pardonnes,2,0,0
pardonné,0,2,1
pardonnée,1,0,0
pardons,1,0,0
pare,0,1,0
parece,1,0,0
pareiiiiil,1,0,0
pareiiil,1,0,0
pareiil,1,0,0
pareil,294,79,59
pareille,4,2,1
pareillement,1,0,0
pareilles,1,0,0
pareils,3,1,1
paren,1,0,0
parent,9,6,9
parentale,1,0,1
parentales,1,0,1
parentheses,1,0,0
parents,235,104,79
parequil,1,0,0
parer,1,1,2
pares,1,0,0
paresseux,1,0,0
parfaaaaiiiitttt,1,0,0
parfai,2,0,0
parfaiiit,1,0,0
parfaire,1,0,0
parfait,91,38,29
parfaite,9,4,1
parfaitement,7,3,2
parfaites,2,0,0
parfaits,2,1,1
parfois,54,20,9
parfoismoi,1,0,0
parfum,26,1,4
parfumer,1,0,0
parfumes,1,0,0
pari,14,10,9
pariait,1,0,0
parid,1,0,0
parie,3,1,2
pariel,2,0,0
parier,3,2,3
pariez,0,1,0
parigot,0,1,0
pariis,1,0,0
paris,172,52,29
pariscope,1,0,1
parisien,3,0,0
parisienne,7,3,0
parisiens,2,1,1
parisului,1,0,0
parié,1,2,1
park,4,7,3
parking,41,9,9
parking5,0,1,0
parl,3,1,2
parla,1,0,1
parlai,13,0,8
parlaient,2,0,1
parlais,46,23,17
parlait,27,15,12
parlant,14,9,5
parlante,2,0,1
parlaé,1,0,0
parle,393,137,152
parlementaire,1,0,0
parlenet,1,0,0
parlent,18,8,5
parler,359,168,144
parlera,19,9,6
parlerai,10,5,5
parlerais,4,6,2
parlerait,1,0,0
parleret,1,0,0
parles,115,21,8
parleur,3,0,0
parleurs,1,0,0
parlez,5,5,3
parliez,2,1,0
parlions,1,1,0
parlons,8,2,1
parlote,0,1,1
parluer,1,0,0
parlzr,1,0,0
parlè,5,1,1
parlé,197,51,63
parlée,2,1,0
parlés,1,0,1
parme,1,0,0
parmesan,2,0,0
parmi,3,3,2
parmis,3,0,0
parodie,3,2,1
paroi,2,0,0
paroisse,2,0,0
parole,21,3,7
paroles,19,8,7
parpure,1,0,1
parquet,1,1,0
parquil,0,1,1
parrain,3,3,1
parrainage,1,0,0
parrainer,0,1,0
parrait,1,0,0
parrce,1,0,0
pars,307,67,59
parse,1,0,0
parsk,23,0,0
parskele,1,0,0
parskia,1,0,0
parskil,1,0,0
parskils,1,0,0
part,368,134,79
partage,19,2,2
partagee,1,0,0
partagent,0,1,0
partager,22,3,2
partagera,2,0,0
partagerai,1,1,2
partagè,1,0,0
partagé,2,0,0
partagée,2,0,0
partagés,1,1,0
partai,6,0,3
partais,4,1,0
partait,4,2,0
partant,14,4,0
partante,5,3,0
partants,0,2,0
parte,28,13,6
partenaire,0,2,0
partenaires,0,2,0
partenariat,0,1,0
partent,12,0,3
partes,9,1,1
partez,11,4,2
parti,185,58,41
participais,1,0,0
participant,1,0,0
participants,2,1,1
participati,1,0,0
participatif,1,0,0
participation,4,0,0
participations,2,0,0
participe,7,2,1
participent,2,1,1
participer,15,3,2
participera,1,0,0
participes,1,1,1
participé,4,0,1
particules,0,7,0
particulier,27,8,3
particulierement,2,1,1
particuliers,4,2,0
particulière,6,2,2
particulièrement,8,1,1
particulières,1,1,1
partie,201,41,33
partiel,73,3,1
partiellement,1,1,0
partielles,1,0,0
partiels,65,6,5
partiem,1,0,0
parties,13,5,4
partiir,1,0,0
partir,330,84,59
partira,9,1,0
partirai,4,1,2
partirais,4,0,1
partirait,2,0,0
partiras,1,0,0
partiré,0,1,1
partis,27,6,4
partit,10,3,2
partition,4,0,2
partitions,0,3,3
partoche,0,1,0
partons,3,1,0
partou,3,0,0
partout,144,18,16
parts,6,1,0
partt,7,0,0
party,3,7,0
partznt,1,0,0
paru,4,1,1
parues,1,0,0
parur,1,0,1
parure,2,0,0
parus,0,1,1
parvenir,1,0,0
parvenue,1,1,0
parviendra,0,1,0
parvienne,0,1,0
parviens,0,2,0
parvis,0,3,3
paréo,1,0,0
pasa,13,2,7
pasai,1,0,1
pascal,0,1,0
pascale,2,0,0
pasd,1,0,0
pase,9,1,6
paser,4,4,5
pask,11,0,0
paskapré,1,0,0
paske,37,4,1
paskel,3,0,0
paskele,2,0,0
paskia,1,1,0
paskil,1,0,0
paskon,1,0,0
pasmoi,1,0,1
paso,1,0,0
pasqu,1,2,2
pasque,2,8,8
pasqui,0,1,1
pasrai,1,0,1
pass,40,12,9
passa,5,0,1
passag,1,0,0
passage,32,14,5
passager,3,1,1
passages,2,3,0
passagé,1,0,0
passai,0,1,1
passaient,1,0,0
passais,6,2,1
passait,15,4,4
passan,1,0,1
passant,10,1,2
passat,0,1,0
passbien,1,0,1
passe,855,260,160
passee,5,0,0
passees,1,0,0
passent,23,9,4
passeq,1,0,0
passer,506,163,85
passera,47,14,8
passerai,48,18,6
passerais,10,4,3
passerait,5,1,0
passeras,5,2,2
passerelle,0,2,0
passerelles,1,0,1
passerons,1,0,0
passes,74,13,5
passez,24,10,3
passiamo,1,0,0
passible,1,0,1
passif,1,0,0
passing,0,1,0
passion,7,3,3
passionant,3,0,1
passionante,0,1,1
passionnant,8,2,3
passionnante,2,0,0
passionnantes,1,1,1
passionne,0,1,1
passionné,0,1,0
passionnée,1,0,0
passions,1,3,0
passionée,1,0,1
passive,2,0,1
passoire,2,1,0
passoires,1,0,0
passons,3,2,2
passport,1,0,0
passrai,0,1,0
passs,0,1,1
passssee,0,1,1
passè,9,0,0
passèe,1,0,0
passé,422,152,72
passée,43,10,7
passées,4,3,2
passés,10,3,2
past,1,0,0
pasta,1,0,0
paste,1,0,0
pasteque,1,0,0
pasteur,0,3,0
pastille,1,0,0
pastis,4,2,0
pasto,0,1,1
pastèque,1,0,0
pasz,1,0,1
pasé,2,1,1
pat,1,0,0
patacrepe,3,0,0
patagonie,1,0,0
patapouf,1,0,0
patata,1,0,0
patate,15,5,5
pataterie,4,0,0
patates,7,1,1
patati,1,0,0
patatipatata,0,1,1
patatoes,2,0,1
patauge,1,0,0
pate,9,3,3
pateince,1,0,0
paternel,1,0,0
paternelle,1,0,0
pates,29,3,3
pateuse,1,0,0
pathelin,0,1,1
pathetic,1,0,0
pathetique,2,0,0
pathologique,1,0,1
pathé,0,1,0
pathétique,4,1,2
pati,1,0,1
patiemment,2,0,0
patience,9,3,1
patient,5,0,0
patiente,10,0,3
patienter,4,2,1
patientes,1,0,0
patients,4,0,1
patine,0,1,0
patiner,0,1,0
patinoire,8,0,1
patins,1,0,0
patinwar,0,2,0
patiné,0,1,0
patio,5,0,0
pation,0,1,0
patis,1,0,1
patisserie,2,0,0
patissier,1,0,0
patogeoire,0,1,0
patrick,4,0,1
patrimoine,2,3,1
patron,20,13,0
patrone,1,0,0
patronne,7,0,0
patrons,2,1,0
patronus,7,0,0
patroto,1,0,0
pats,1,0,0
patte,3,3,2
pattern,0,1,0
pattes,13,3,0
patètike,1,0,0
paté,3,1,1
pau,1,2,0
pauchet,5,0,0
paul,26,9,4
paulva,1,0,0
paume,5,1,0
paumee,1,0,1
paumeeee,1,0,0
paumons,1,0,0
paumèe,0,1,0
paumé,1,4,3
paumée,3,2,1
paumés,0,1,1
paupières,1,0,0
paur,1,0,1
pause,72,22,8
pauses,6,2,1
pauuuuvre,1,0,0
pauuuvre,2,0,0
pauuvre,1,0,0
pauve,1,0,0
pauvre,137,45,50
pauvres,7,7,4
pauvresses,1,0,0
pauvrette,1,0,0
pauvreté,0,1,0
pavayer,0,1,1
pave,2,0,0
pavillon,1,0,0
pavot,0,1,0
pavé,3,6,7
pavés,0,2,2
paw,1,0,0
pax,0,1,1
pay,1,0,0
payais,2,0,0
payant,6,1,1
payante,1,0,0
paye,56,17,9
payement,0,1,0
payen,0,1,1
payent,3,0,1
payer,56,24,4
payera,2,0,0
payerais,1,0,0
payeras,1,0,0
payes,10,2,0
payez,1,1,0
pays,25,1,2
paysage,3,0,1
paysanne,1,0,1
paysans,1,0,0
payè,2,0,0
payé,45,13,7
payée,6,1,4
payés,1,1,1
pazs,1,0,0
paàas,1,0,1
paçe,1,0,0
pb,82,17,8
pbe,1,0,0
pbg,1,0,0
pblm,5,0,0
pblv,15,0,13
pbm,2,3,1
pbs,3,0,0
pc,38,12,0
pck,145,63,63
pcke,1,0,0
pckelle,1,0,0
pcq,37,6,8
pcque,0,1,0
pcr,1,0,0
pd,3,17,9
pdddddddddd,0,1,1
pdf,4,0,0
pds,0,1,0
pdt,67,9,10
pdv,1,0,0
pe,64,20,33
peace,4,0,0
peage,2,0,0
peages,1,0,0
peanut,0,2,2
peas,2,0,0
peau,21,3,2
pebcer,1,0,0
pebse,1,0,0
pece,0,1,0
pech,2,0,0
peche,10,3,4
pechent,1,0,0
pecheur,1,2,2
pecho,5,4,1
pechère,1,0,0
pecs,5,0,0
ped,1,0,0
pedago,1,0,1
pedagogue,0,1,0
pedette,1,0,0
pediatre,3,0,0
pediatrie,1,0,0
pedophile,0,1,1
pedre,1,0,0
pei,1,0,1
peigne,5,0,0
peignoir,1,1,0
pein,0,1,0
peinard,0,1,0
peindre,2,0,0
peine,124,33,24
peines,1,0,0
peint,3,2,3
peintre,0,1,0
peinture,10,4,5
peit,2,0,0
peix,1,0,0
pej,1,0,1
pejoratif,1,0,0
pel,1,0,0
pelee,1,0,0
peleeee,1,0,0
peler,2,0,0
pelle,0,2,1
peller,1,0,1
pelles,1,0,0
pelleteuse,0,2,2
peloton,0,1,0
pelouse,4,0,0
peluche,5,0,1
peluches,3,0,1
pelés,1,0,0
pemettre,1,0,0
penalise,1,0,0
penalite,0,1,1
penalty,3,0,2
penard,0,1,1
penaude,1,0,0
penc,1,0,1
pence,1,2,0
pencer,0,1,0
penchant,1,0,0
penche,4,1,1
pencher,2,2,0
penches,1,0,0
pend,1,3,0
pendaison,6,0,0
pendan,3,0,3
pendanr,1,0,0
pendant,171,71,50
pendantif,2,0,0
pendantle,1,0,0
pendent,1,0,1
pendentif,2,0,2
pendre,6,1,2
pendu,2,2,3
pendue,1,0,0
pendules,0,1,1
pene,3,0,0
penelope,1,0,0
peneloppe,2,0,0
penh,1,0,0
penible,2,0,0
peniche,1,0,0
penitence,1,0,0
penne,0,1,1
pens,5,0,2
pensai,13,0,3
pensaient,3,1,1
pensais,163,38,30
pensait,25,1,2
pensan,2,0,0
pensant,10,0,6
pensavo,1,0,0
pense,1189,272,291
pensea,1,0,0
pensee,3,0,0
penseea,1,0,0
pensees,5,0,0
pensements,1,0,0
pensen,1,0,1
pensent,5,4,2
penser,150,42,40
pensera,4,2,1
penserai,8,3,2
penserais,14,3,2
penseras,1,1,0
penserons,0,1,0
penses,145,25,18
pensew,1,0,0
pensez,10,2,1
pension,1,1,0
pensions,1,1,0
pensons,0,2,0
pensr,0,1,1
pensè,6,0,0
pensé,106,46,19
pensée,42,6,18
pensées,14,4,3
pensés,0,1,0
pentabon,0,1,1
pente,5,0,1
pentecuite,1,0,0
peoche,1,0,1
people,3,2,2
pepe,2,2,1
pepepep,0,1,0
pepere,1,1,0
pepette,3,0,0
pepito,1,0,1
pequeno,0,1,1
per,12,0,0
percent,1,0,0
perception,1,0,0
percer,2,0,0
perceur,1,0,0
perceuse,3,0,0
percevoir,1,0,0
perche,2,0,0
perches,1,0,0
perchoir,1,0,0
perché,9,0,7
perchée,2,0,2
perchées,1,0,1
perciste,1,0,0
percolateur,1,0,0
percorso,1,0,0
percé,1,1,0
percée,3,0,0
perd,23,7,4
perdaient,0,1,0
perdait,1,0,0
perde,2,1,0
perdent,1,0,0
perder,0,1,1
perdez,1,0,0
perdoue,1,0,0
perdra,3,0,0
perdrais,1,0,0
perdras,4,0,2
perdre,51,28,21
perds,10,1,0
perdu,108,34,32
perdue,24,1,2
perdues,1,0,0
perduuu,1,0,0
perduuuuu,1,0,0
pere,91,30,36
perf,1,0,0
perfect,3,3,3
perfection,3,1,1
perfectionne,1,0,0
perfectionner,0,1,1
perfectionniste,1,0,0
perfecto,3,0,0
perfekt,0,1,0
perfomance,1,0,0
